# x_m,y_m,w_tr_right_m,w_tr_left_m
84.00000000000003,265.7,7.905694150420949,7.905694150420949
84.25,264.95,7.945124291035352,7.945124291035352
84.25,264.20000000000005,7.814249804043892,7.814249804043892
84.50000000000003,263.7,8.0156097709407,8.0156097709407
84.25,262.45,7.786205751198718,7.786205751198718
83.75,259.20000000000005,7.75,7.75
83.75,256.95,7.7540312096354125,7.7540312096354125
83.50000000000001,254.95000000000002,7.504165509901818,7.504165509901818
83.50000000000001,251.95,7.504165509901818,7.504165509901818
83.25000000000003,250.7,7.318640584152224,7.318640584152224
83.0,248.2,7.516648189186455,7.516648189186455
82.75000000000003,245.2,7.267220926874317,7.267220926874317
82.75000000000003,242.20000000000002,7.267220926874317,7.267220926874317
82.75000000000003,239.45,7.2886898685566255,7.2886898685566255
82.5,236.20000000000002,7.5,7.5
82.5,233.2,7.5,7.5
82.5,230.45000000000002,7.504165509901818,7.504165509901818
82.5,226.95,7.504165509901818,7.504165509901818
82.5,224.45,7.504165509901818,7.504165509901818
82.25000000000001,222.95000000000002,7.254309064273454,7.254309064273454
82.25000000000001,222.45000000000002,7.254309064273454,7.254309064273454
82.25000000000001,221.20000000000002,7.250000000000001,7.250000000000001
82.25000000000001,220.2,7.250000000000001,7.250000000000001
82.25000000000001,219.70000000000002,7.267220926874317,7.267220926874317
82.25000000000001,219.20000000000002,7.318640584152224,7.318640584152224
82.25000000000001,218.70000000000002,7.403546447480425,7.403546447480425
82.00000000000003,215.7,7.516648189186455,7.516648189186455
82.00000000000003,215.2,7.5,7.5
82.00000000000003,214.70000000000002,7.516648189186455,7.516648189186455
82.00000000000003,212.95000000000002,7.504165509901818,7.504165509901818
82.00000000000003,212.7,7.5,7.5
82.00000000000003,212.20000000000002,7.516648189186455,7.516648189186455
82.00000000000003,210.95000000000002,7.504165509901818,7.504165509901818
82.25000000000001,210.7,7.75,7.75
82.25000000000001,208.2,7.75,7.75
82.25000000000001,205.7,7.75,7.75
82.25000000000001,201.20000000000002,7.75,7.75
82.00000000000003,197.20000000000002,8.0156097709407,8.0156097709407
82.00000000000003,193.45000000000002,8.035079339994098,8.035079339994098
81.75,192.45000000000002,7.945124291035352,7.945124291035352
81.50000000000003,187.95000000000002,8.035079339994098,8.035079339994098
81.50000000000003,186.95,8.00390529679106,8.00390529679106
81.25,184.20000000000002,7.766112283504533,7.766112283504533
81.25,183.2,7.766112283504533,7.766112283504533
81.25,181.45,7.7540312096354125,7.7540312096354125
81.00000000000001,177.95000000000002,7.504165509901818,7.504165509901818
81.25,174.45,7.2886898685566255,7.2886898685566255
81.25,172.95000000000002,7.2886898685566255,7.2886898685566255
81.00000000000001,168.95,7.504165509901818,7.504165509901818
81.00000000000001,166.20000000000002,7.5,7.5
81.00000000000001,163.70000000000002,7.516648189186455,7.516648189186455
80.75000000000003,162.7,7.403546447480425,7.403546447480425
80.5,159.45,7.504165509901818,7.504165509901818
80.5,157.45000000000002,7.504165509901818,7.504165509901818
80.5,155.45000000000002,7.504165509901818,7.504165509901818
80.5,153.45,7.504165509901818,7.504165509901818
80.5,151.45,7.504165509901818,7.504165509901818
80.5,149.45,7.504165509901818,7.504165509901818
80.5,147.45000000000002,7.504165509901818,7.504165509901818
80.25000000000003,144.7,7.318640584152224,7.318640584152224
80.0,140.2,7.516648189186455,7.516648189186455
80.0,137.7,7.5,7.5
80.0,133.95,7.504165509901818,7.504165509901818
80.0,131.45,7.504165509901818,7.504165509901818
80.0,127.95000000000002,7.504165509901818,7.504165509901818
80.0,125.7,7.516648189186455,7.516648189186455
79.75000000000001,125.19999999999999,7.318640584152224,7.318640584152224
79.75000000000001,124.7,7.403546447480425,7.403546447480425
79.75000000000001,124.2,7.520804478245662,7.520804478245662
79.50000000000003,120.95,7.5374067158406675,7.5374067158406675
79.50000000000003,120.45,7.504165509901818,7.504165509901818
79.50000000000003,119.95000000000002,7.504165509901818,7.504165509901818
79.50000000000003,119.7,7.516648189186455,7.516648189186455
79.50000000000003,119.2,7.566372975210779,7.566372975210779
79.50000000000003,118.70000000000002,7.6485292703891785,7.6485292703891785
79.50000000000003,115.45,7.603453162872775,7.603453162872775
79.50000000000003,114.7,7.516648189186455,7.516648189186455
79.75000000000001,114.2,7.75,7.75
79.75000000000001,113.45,7.786205751198718,7.786205751198718
80.0,112.95,8.097067370350823,8.097067370350823
79.75000000000001,112.2,8.00390529679106,8.00390529679106
79.50000000000003,108.70000000000002,8.0156097709407,8.0156097709407
79.50000000000003,108.2,8.0,8.0
79.50000000000003,100.45,8.035079339994098,8.035079339994098
79.75000000000001,94.45,7.7540312096354125,7.7540312096354125
79.50000000000003,93.70000000000002,7.516648189186455,7.516648189186455
79.50000000000003,92.95,7.603453162872775,7.603453162872775
79.25,90.19999999999999,7.75,7.75
79.00000000000003,88.70000000000002,7.5,7.5
79.00000000000003,87.69999999999999,7.516648189186455,7.516648189186455
79.00000000000003,86.95,7.603453162872775,7.603453162872775
78.50000000000001,81.95,7.504165509901818,7.504165509901818
78.50000000000001,79.45,7.504165509901818,7.504165509901818
78.50000000000001,75.7,7.516648189186455,7.516648189186455
78.50000000000001,73.2,7.5,7.5
78.50000000000001,70.7,7.516648189186455,7.516648189186455
78.25000000000003,69.45,7.45821694508815,7.45821694508815
78.0,65.95,7.504165509901818,7.504165509901818
78.0,62.699999999999996,7.566372975210779,7.566372975210779
78.0,61.7,7.5,7.5
78.0,60.7,7.566372975210779,7.566372975210779
78.0,57.44999999999999,7.504165509901818,7.504165509901818
78.0,56.449999999999996,7.5374067158406675,7.5374067158406675
77.75000000000003,53.45,7.2886898685566255,7.2886898685566255
77.75000000000003,52.699999999999996,7.250000000000001,7.250000000000001
77.75000000000003,51.95,7.2886898685566255,7.2886898685566255
77.75000000000003,51.19999999999999,7.403546447480425,7.403546447480425
77.5,48.2,7.5,7.5
77.5,46.7,7.5,7.5
77.5,45.199999999999996,7.5,7.5
77.25000000000001,43.70000000000001,7.403546447480425,7.403546447480425
77.25000000000001,42.2,7.8461774132376085,7.8461774132376085
77.25000000000001,40.7,8.533024082938006,8.533024082938006
77.25000000000001,39.2,9.410765112359357,9.410765112359357
77.25000000000001,37.7,10.431323022512533,10.431323022512533
