#x_m,y_m,w_tr_left_m,w_tr_right_m
-38.08918731835508,10.315493646923752,1.2176989316940308,1.171205759048462
-38.06926670120017,10.31371347521284,1.2176989316940308,1.171205759048462
-38.06926670120017,10.31371347521284,1.2047631740570068,1.1585382223129272
-38.04935482802468,10.311838027043423,1.2047631740570068,1.1585382223129272
-38.04935482802468,10.311838027043423,1.2047631740570068,1.1585382223129272
-38.04935482802468,10.311838027043423,1.2149568796157837,1.161466360092163
-38.02944212791536,10.309971379356385,1.2149568796157837,1.161466360092163
-38.02944212791536,10.309971379356385,1.1990563869476318,1.1612733602523804
-38.00953673643866,10.308028343219982,1.1990563869476318,1.1612733602523804
-38.00953673643866,10.308028343219982,1.1990563869476318,1.1612733602523804
-38.00953673643866,10.308028343219982,1.2233726978302002,1.1542366743087769
-37.98962944983653,10.30610482055483,1.2233726978302002,1.1542366743087769
-37.98962944983653,10.30610482055483,1.2227789163589478,1.1575353145599365
-37.96972904333396,10.3041113762068,1.2227789163589478,1.1575353145599365
-37.96972904333396,10.3041113762068,1.2227789163589478,1.1575353145599365
-37.96972904333396,10.3041113762068,1.2222809791564941,1.1445066928863525
-37.94982628785317,10.302141522496722,1.2222809791564941,1.1445066928863525
-37.94982628785317,10.302141522496722,1.2149443626403809,1.195525050163269
-37.929930299248106,10.300104456757774,1.2149443626403809,1.195525050163269
-37.929930299248106,10.300104456757774,1.2149443626403809,1.195525050163269
-37.929930299248106,10.300104456757774,1.231909990310669,1.14858078956604
-37.91003172445017,10.298092810556943,1.231909990310669,1.14858078956604
-37.91003172445017,10.298092810556943,1.241838812828064,1.1641484498977661
-37.890139924364625,10.296015242553203,1.241838812828064,1.1641484498977661
-37.890139924364625,10.296015242553203,1.241838812828064,1.1641484498977661
-37.890139924364625,10.296015242553203,1.2222048044204712,1.1747512817382812
-37.87024539341342,10.293963989835687,1.2222048044204712,1.1747512817382812
-37.87024539341342,10.293963989835687,1.2515815496444702,1.178667664527893
-37.8503577000346,10.291847471096307,1.2515815496444702,1.178667664527893
-37.8503577000346,10.291847471096307,1.2515815496444702,1.178667664527893
-37.8503577000346,10.291847471096307,1.2463338375091553,1.169907569885254
-37.83046717585604,10.28975772292249,1.2463338375091553,1.169907569885254
-37.83046717585604,10.28975772292249,1.230957269668579,1.1847556829452515
-37.81056684655267,10.28776350799739,1.230957269668579,1.1847556829452515
-37.81056684655267,10.28776350799739,1.230957269668579,1.1847556829452515
-37.81056684655267,10.28776350799739,1.2560198307037354,1.14845609664917
-37.79066737465792,10.285760755421089,1.2560198307037354,1.14845609664917
-37.79066737465792,10.285760755421089,1.2413849830627441,1.1567901372909546
-37.77076034695106,10.28383455515366,1.2413849830627441,1.1567901372909546
-37.77076034695106,10.28383455515366,1.2413849830627441,1.1567901372909546
-37.77076034695106,10.28383455515366,1.2394344806671143,1.146182656288147
-37.75085520382891,10.28188897634559,1.2394344806671143,1.146182656288147
-37.75085520382891,10.28188897634559,1.2567180395126343,1.1670622825622559
-37.730943339597374,10.280013433103047,1.2567180395126343,1.1670622825622559
-37.730943339597374,10.280013433103047,1.2567180395126343,1.1670622825622559
-37.730943339597374,10.280013433103047,1.234291434288025,1.165326476097107
-37.711033705819446,10.278114358992784,1.234291434288025,1.165326476097107
-37.711033705819446,10.278114358992784,1.2223509550094604,1.1464385986328125
-37.691117766613424,10.276282593394694,1.2223509550094604,1.1464385986328125
-37.691117766613424,10.276282593394694,1.2223509550094604,1.1464385986328125
-37.691117766613424,10.276282593394694,1.2218354940414429,1.1428800821304321
-37.67120418035121,10.274425423004654,1.2218354940414429,1.1428800821304321
