# x_m,y_m,w_tr_right_m,w_tr_left_m
-9.850000000000003,3.000000000000007,15.467385040788248,9.667115650492654
-11.850000000000001,14.000000000000004,13.152946437965907,8.220591523728691
-12.599999999999998,27.750000000000004,14.233762678926468,8.896101674329042
-12.599999999999998,38.750000000000014,18.681541692269406,11.675963557668378
-2.0999999999999996,41.75000000000001,15.211837495845135,9.507398434903209
13.150000000000004,42.500000000000014,14.001428498549712,8.75089281159357
44.40000000000001,69.0,11.709824934643558,7.318640584152224
42.900000000000006,99.75000000000003,11.643023662262308,7.276889788913943
43.4,110.75000000000001,12.80156240464421,8.000976502902631
50.150000000000006,119.50000000000001,14.222517358048822,8.889073348780514
63.4,121.25000000000001,14.64923206178399,9.155770038614994
72.9,115.00000000000001,14.427751037497146,9.017344398435716
73.4,105.00000000000001,10.673331251301068,6.670832032063167
74.4,80.00000000000001,10.0,6.25
74.65,58.00000000000003,9.433981132056605,5.896238207535378
76.4,29.750000000000014,8.793179174792243,5.495736984245152
76.65,11.000000000000014,10.401922899156675,6.501201811972922
64.65,6.250000000000018,8.657944328765344,5.4112152054783405
44.900000000000006,4.0000000000000036,9.200000000000001,5.750000000000001
24.15,3.000000000000007,9.202173656261875,5.751358535163671
-9.850000000000003,3.000000000000007,15.467385040788248,9.667115650492654
