-38.1024141,10.1790986,5.4860622,0.0272462
-37.6048752,10.1401632,5.4885402,0.0224818
-37.1071333,10.1039192,5.490584,0.0185506
-36.6092684,10.0694027,5.4922699,0.0153068
-36.1112861,10.0366158,5.4936606,0.0126302
-35.6133331,10.0033888,5.4948079,0.0104216
-35.115344,9.9707076,5.4957543,0.0085993
-34.6174552,9.9365334,5.4965351,0.0070956
-34.1196536,9.901113,5.4971793,0.0058548
-33.6219304,9.8646111,5.4977108,0.004831
-33.1244513,9.8249236,5.4981494,0.0039862
-32.6271192,9.78343,5.4985112,0.0032892
-32.1299162,9.7404171,5.4988097,0.002714
-31.6328743,9.6955813,5.499056,0.0022395
-31.1359762,9.6491757,5.4992593,0.0018479
-30.6391329,9.602185,5.499427,0.0015247
-30.1422232,9.5559058,5.4995653,0.0012581
-29.6452223,9.5106136,5.4996795,0.0010381
-29.1481523,9.4660893,5.4997737,0.0008566
-28.6508874,9.4238,5.4998514,0.0007068
-28.1535078,9.382878,5.4999155,0.0005832
-27.6560243,9.3432389,5.4999685,0.0004812
-27.1584541,9.3047026,5.5000121,0.0003971
-26.6608085,9.2671531,5.5000482,0.0003276
-26.1631389,9.2299211,5.5000779,0.0002703
-25.6655426,9.1917229,5.5001024,0.0002231
-25.1679568,9.1533873,5.5001227,0.0001841
-24.6704653,9.1138499,5.5001394,0.0001519
-24.1730709,9.073107,5.5001531,0.0001253
-23.6758129,9.0307369,5.5001645,0.0001034
-23.1788017,8.985566,5.5001739,0.0000853
-22.6820454,8.9376754,5.5001816,0.0000704
-22.1856494,8.8861834,5.500188,0.0000581
-21.6895357,8.8320412,5.5001933,0.0000479
-21.1939112,8.7735983,5.5001977,0.0000396
-20.698877,8.710351,5.5002012,0.0000326
-20.2046065,8.6413988,5.5002042,0.0000269
-19.7110461,8.5675314,5.5002066,0.0000222
-19.218126,8.4894821,5.5002087,0.0000183
-18.7255964,8.4089508,5.5002103,0.0000151
-18.2331063,8.328166,5.5002117,0.0000125
-17.7401322,8.2504756,5.5002128,0.0000103
-17.246222,8.1791384,5.5002138,0.0000085
-16.7507444,8.1199318,5.5002145,0.000007
-16.2533362,8.0807981,5.5002152,0.0000058
-15.754453,8.0684631,5.5002157,0.0000048
-15.255779,8.0867523,5.5002161,0.0000039
-14.7596695,8.1401611,5.5002165,0.0000033
-14.2684911,8.2301672,5.5002168,0.0000027
-13.7858224,8.3569653,5.500217,0.0000022
-13.3120103,8.5116938,5.5002172,0.0000018
-12.8474413,8.6895584,5.5002174,0.0000015
-12.3905108,8.8894679,5.5002175,0.0000012
-11.9422251,9.1107761,5.5002176,0.000001
-11.5010342,9.3460014,5.5002177,0.0000008
-11.0633298,9.5873862,5.5002178,0.0000007
-10.626373,9.828825,5.5002179,0.0000006
-10.1846326,10.0612232,5.5002179,0.0000005
-9.7307635,10.2690721,5.500218,0.0000004
-9.261283,10.4373833,5.500218,-0.9871396
-8.7742735,10.5448521,5.4099088,-3.4395278
-8.2773296,10.5651265,5.0827207,-3.8488361
-7.7877611,10.4783454,4.6896105,-2.0790826
-7.329701,10.2828754,4.4628771,0.3320789
-6.9226923,9.9951647,4.4998585,-0.6088033
-6.5864613,9.6272467,4.4318244,0.4117661
-6.3336051,9.1983583,4.4779526,0.2933005
-6.1739906,8.7266397,4.510522,-0.0730314
-6.1149128,8.2322176,4.5024343,0.4897173
-6.1532898,7.7351004,4.5563924,-0.1071266
-6.2916754,7.2558254,4.5446437,0.2174796
-6.5227994,6.8145307,4.5684633,-0.5928601
-6.8382439,6.4290586,4.5032334,1.7472475
-7.2114205,6.0995687,4.6928749,1.4417177
-7.6203991,5.8149763,4.8437675,1.189614
-8.059488,5.5772278,4.9648224,0.9815939
-8.5188989,5.3810188,5.0625301,0.809949
-8.9939727,5.2277783,5.1417544,0.6683185
-9.4798692,5.1146242,5.2062175,0.551454
-9.9728641,5.0384088,5.2588134,0.4550249
-10.4696466,4.9919897,5.3018193,0.3754576
-10.9678955,4.9639542,5.3370441,0.3098038
-11.4666042,4.9457713,5.3659353,0.2556304
-11.965517,4.9352438,5.3896578,0.21093
-12.4645791,4.9313097,5.4091538,0.1740461
-12.9636416,4.9316239,5.4251879,0.1436118
-13.4626972,4.9354665,5.4383827,0.1184993
-13.9617478,4.9406723,5.4492461,0.0977781
-14.4607865,4.9457038,5.4581936,0.0806803
-14.9598327,4.9492962,5.4655654,0.0665723
-15.4588897,4.9510411,5.4716408,0.0549312
-15.957948,4.9503672,5.4766487,0.0453257
-16.4569941,4.9467349,5.4807774,0.0373999
-16.9560027,4.9395851,5.4841819,0.03086
-17.4549283,4.9283925,5.4869894,0.0254637
-17.9537326,4.9123943,5.4893049,0.0210111
-18.4523945,4.8922902,5.4912148,0.017337
-18.9508088,4.8672914,5.4927903,0.0143054
-19.4488672,4.8356346,5.4940899,0.0118039
-19.9461883,4.7943685,5.495162,0.0097398
-20.4409256,4.7298767,5.4960464,0.0080367
-20.9296008,4.6289683,5.4967762,0.0066314
-21.4080938,4.4878927,5.4973782,0.0054718
-21.8715304,4.3029517,5.4978749,0.004515
-22.3136706,4.0709629,5.4982847,-0.5041689
-22.7263479,3.7901681,5.452331,0.0918862
-23.1041864,3.4656703,5.460735,-1.7178755
-23.4336347,3.0919711,5.301413,-4.2179152
-23.6839184,2.6612228,4.8882504,-4.1339293
-23.8191437,2.1811884,4.4462154,-2.7927811
-23.8136101,1.6855466,4.1208372,-0.8834821
-23.6676924,1.2104051,4.0124154,0.3413863
-23.4015951,0.7889994,4.0546543,2.419793
-23.0539726,0.4319265,4.3422882,1.4659935
-22.6482719,0.1421168,4.5076275,1.7403109
-22.2099999,-0.094108,4.6963545,1.4359941
-21.750895,-0.2878666,4.8465494,1.1848912
-21.2783178,-0.447774,4.9670621,0.977697
-20.7951298,-0.5752091,5.0643425,0.8067335
-20.3048454,-0.672287,5.1432269,0.6656653
-19.8095572,-0.739127,5.2074175,0.5492647
-19.3119253,-0.7779282,5.2597937,0.4532184
-18.8134749,-0.7875487,5.3026216,0.3739671
-18.3147085,-0.7750884,5.3377018,0.3085739
-17.8165373,-0.7499071,5.366475,0.2546156
-17.3185241,-0.7186941,5.3901012,0.2100926
-16.820467,-0.6855594,5.4095184,0.1733551
-16.3226075,-0.6523977,5.4254879,0.1430416
