# x_m,y_m, x_i, y_i
60.400000000000006,109.50000000000001,224,431
47.400000000000006,95.00000000000001,198,402
46.400000000000006,72.50000000000001,196,357
-4.100000000000001,30.500000000000007,95,273
-9.6,19.000000000000004,84,250
15.4,2.5000000000000178,134,217
59.40000000000001,7.000000000000011,222,226
77.4,80.00000000000001,258,372
60.400000000000006,109.50000000000001,224,431
