#x_m,y_m,w_tr_left_m,w_tr_right_m
3.9411144855072973,0.03977285811141991,0.5,0.5
3.9411144855072973,0.03977285811141991,0.5,0.5
3.951113877686933,0.03988311104542295,0.5,0.5
3.951113877686933,0.03988311104542295,0.5,0.5
3.961113643869534,0.03995149218711133,0.5,0.5
3.9711128328733962,0.04007884589588709,0.5,0.5
3.9711128328733962,0.04007884589588709,0.5,0.5
3.9811125003328405,0.040160395983528364,0.5,0.5
3.9811125003328405,0.040160395983528364,0.5,0.5
3.9811125003328405,0.040160395983528364,0.5,0.5
3.9911115390387315,0.04029904910410236,0.5,0.5
3.9911115390387315,0.04029904910410236,0.5,0.5
4.001111116161066,0.04039101168929852,0.5,0.5
4.001111116161066,0.04039101168929852,0.5,0.5
4.001111116161066,0.04039101168929852,0.5,0.5
4.011110011344425,0.04053965511175462,0.5,0.5
4.011110011344425,0.04053965511175462,0.5,0.5
4.021109493633279,0.04064140834955425,0.5,0.5
4.021109493633279,0.04064140834955425,0.5,0.5
4.021109493633279,0.04064140834955425,0.5,0.5
4.031109493178141,0.04063842835395989,0.5,0.5
4.031109493178141,0.04063842835395989,0.5,0.5
4.041109469918875,0.040659991585332456,0.5,0.5
4.041109469918875,0.040659991585332456,0.5,0.5
4.041109469918875,0.040659991585332456,0.5,0.5
4.051109365465881,0.04061428767710488,0.5,0.5
4.051109365465881,0.04061428767710488,0.5,0.5
4.061109364723489,0.04061045940326944,0.5,0.5
4.061109364723489,0.04061045940326944,0.5,0.5
4.061109364723489,0.04061045940326944,0.5,0.5
4.0711091675062905,0.04054765715769992,0.5,0.5
4.0711091675062905,0.04054765715769992,0.5,0.5
4.081109153054412,0.040530661186414164,0.5,0.5
4.081109153054412,0.040530661186414164,0.5,0.5
4.081109153054412,0.040530661186414164,0.5,0.5
4.091108878489787,0.040456559559581586,0.5,0.5
4.091108878489787,0.040456559559581586,0.5,0.5
4.1011088409205945,0.040429151088041564,0.5,0.5
4.1011088409205945,0.040429151088041564,0.5,0.5
4.1011088409205945,0.040429151088041564,0.5,0.5
4.1111084873295995,0.04034505861362836,0.5,0.5
4.1111084873295995,0.04034505861362836,0.5,0.5
4.121108418132232,0.04030785916329138,0.5,0.5
4.121108418132232,0.04030785916329138,0.5,0.5
4.121108418132232,0.04030785916329138,0.5,0.5
4.13110797830566,0.04021407109697978,0.5,0.5
4.13110797830566,0.04021407109697978,0.5,0.5
4.14110786855152,0.04016722090365539,0.5,0.5
4.14110786855152,0.04016722090365539,0.5,0.5
4.14110786855152,0.04016722090365539,0.5,0.5
4.151107700890084,0.04022512666046373,0.5,0.5
4.151107700890084,0.04022512666046373,0.5,0.5
4.161107645196285,0.040258499625874,0.5,0.5
4.161107645196285,0.040258499625874,0.5,0.5
4.161107645196285,0.040258499625874,0.5,0.5
4.171107138722295,0.04035914310972498,0.5,0.5
4.171107138722295,0.04035914310972498,0.5,0.5
4.181106966011869,0.04041791445984936,0.5,0.5
4.181106966011869,0.04041791445984936,0.5,0.5
4.181106966011869,0.04041791445984936,0.5,0.5
4.191106272795037,0.04053565890389293,0.5,0.5
4.191106272795037,0.04053565890389293,0.5,0.5
4.201106014015889,0.04060759928785395,0.5,0.5
4.201106014015889,0.04060759928785395,0.5,0.5
4.201106014015889,0.04060759928785395,0.5,0.5
4.2111051813589695,0.0407366432824894,0.5,0.5
4.2111051813589695,0.0407366432824894,0.5,0.5
4.221104842248285,0.04081899624581607,0.5,0.5
4.221104842248285,0.04081899624581607,0.5,0.5
4.221104842248285,0.04081899624581607,0.5,0.5
4.231103875668741,0.04095803067555699,0.5,0.5
4.231103875668741,0.04095803067555699,0.5,0.5
4.241103451132637,0.04105017437806424,0.5,0.5
4.241103451132637,0.04105017437806424,0.5,0.5
4.241103451132637,0.04105017437806424,0.5,0.5
4.251102345045336,0.04119890381845219,0.5,0.5
4.251102345045336,0.04119890381845219,0.5,0.5
4.261101826926393,0.041300697913920326,0.5,0.5
4.261101826926393,0.041300697913920326,0.5,0.5
4.261101826926393,0.041300697913920326,0.5,0.5
4.2711005729862785,0.041459055612956694,0.5,0.5
4.281099952323647,0.04157046836634183,0.5,0.5
4.281099952323647,0.04157046836634183,0.5,0.5
4.281099952323647,0.04157046836634183,0.5,0.5
4.281099952323647,0.04157046836634183,0.5,0.5
4.2910985415117775,0.04173843915048113,0.5,0.5
4.2910985415117775,0.04173843915048113,0.5,0.5
4.301097809139481,0.04185946332110067,0.5,0.5
4.301097809139481,0.04185946332110067,0.5,0.5
4.301097809139481,0.04185946332110067,0.5,0.5
4.311097795909535,0.04187572806554084,0.5,0.5
4.311097795909535,0.04187572806554084,0.5,0.5
4.321097712695387,0.04191652294126689,0.5,0.5
4.321097712695387,0.04191652294126689,0.5,0.5
4.321097712695387,0.04191652294126689,0.5,0.5
4.3310976776372705,0.0418900444680679,0.5,0.5
4.3310976776372705,0.0418900444680679,0.5,0.5
4.341097665785508,0.04190543881715016,0.5,0.5
4.341097665785508,0.04190543881715016,0.5,0.5
4.341097665785508,0.04190543881715016,0.5,0.5
4.351097570816298,0.041861857532181815,0.5,0.5
4.351097570816298,0.041861857532181815,0.5,0.5
4.3610975705666295,0.04186408212627572,0.5,0.5
4.3610975705666295,0.04186408212627572,0.5,0.5
4.3610975705666295,0.04186408212627572,0.5,0.5
4.371097419962938,0.041809200355964415,0.5,0.5
4.371097419962938,0.041809200355964415,0.5,0.5
4.3810974166084256,0.041801011960894585,0.5,0.5
4.3810974166084256,0.041801011960894585,0.5,0.5
4.3810974166084256,0.041801011960894585,0.5,0.5
4.391096951465702,0.04189746194598168,0.5,0.5
4.391096951465702,0.04189746194598168,0.5,0.5
4.401096693249996,0.04196932438936956,0.5,0.5
4.401096693249996,0.04196932438936956,0.5,0.5
4.401096693249996,0.04196932438936956,0.5,0.5
4.411095725699257,0.04210842882388455,0.5,0.5
4.411095725699257,0.04210842882388455,0.5,0.5
4.421095253086345,0.04220565022894408,0.5,0.5
4.421095253086345,0.04220565022894408,0.5,0.5
4.421095253086345,0.04220565022894408,0.5,0.5
4.431094033305005,0.042361836359098515,0.5,0.5
4.431094033305005,0.042361836359098515,0.5,0.5
4.441093424083795,0.04247221762048342,0.5,0.5
4.441093424083795,0.04247221762048342,0.5,0.5
4.441093424083795,0.04247221762048342,0.5,0.5
4.451092021491302,0.04263969852643337,0.5,0.5
4.451092021491302,0.04263969852643337,0.5,0.5
4.461091291934223,0.04276049000773424,0.5,0.5
4.461091291934223,0.04276049000773424,0.5,0.5
4.461091291934223,0.04276049000773424,0.5,0.5
4.47108971703214,0.04293795982281173,0.5,0.5
4.47108971703214,0.04293795982281173,0.5,0.5
4.481088864419783,0.04306854119734073,0.5,0.5
4.481088864419783,0.04306854119734073,0.5,0.5
4.481088864419783,0.04306854119734073,0.5,0.5
4.491087112746918,0.04325570520371617,0.5,0.5
4.491087112746918,0.04325570520371617,0.5,0.5
4.50108612945747,0.04339593643973735,0.5,0.5
4.50108612945747,0.04339593643973735,0.5,0.5
4.50108612945747,0.04339593643973735,0.5,0.5
4.511084192922634,0.04359272801758209,0.5,0.5
4.511084192922634,0.04359272801758209,0.5,0.5
4.521083070116353,0.043742577423623225,0.5,0.5
4.521083070116353,0.043742577423623225,0.5,0.5
4.521083070116353,0.043742577423623225,0.5,0.5
4.531080939758349,0.04394898140177558,0.5,0.5
4.531080939758349,0.04394898140177558,0.5,0.5
4.541079668296944,0.04410844171952007,0.5,0.5
4.541079668296944,0.04410844171952007,0.5,0.5
4.541079668296944,0.04410844171952007,0.5,0.5
4.551077334947207,0.04432445452598153,0.5,0.5
4.551077334947207,0.04432445452598153,0.5,0.5
4.561075905619831,0.044493524002012425,0.5,0.5
4.561075905619831,0.044493524002012425,0.5,0.5
4.561075905619831,0.044493524002012425,0.5,0.5
4.571073360060644,0.044719144674504954,0.5,0.5
4.571073360060644,0.044719144674504954,0.5,0.5
4.581071763638999,0.0448978227903592,0.5,0.5
4.581071763638999,0.0448978227903592,0.5,0.5
4.581071763638999,0.0448978227903592,0.5,0.5
4.59106899664114,0.04513305094844557,0.5,0.5
4.59106899664114,0.04513305094844557,0.5,0.5
4.601067223892844,0.04532133745737573,0.5,0.5
4.601067223892844,0.04532133745737573,0.5,0.5
